SPEED_X;ANGLE_TO_TRACK_AXIS;TRACK_POSITION;TRACK_EDGE_SENSOR_4;TRACK_EDGE_SENSOR_6;TRACK_EDGE_SENSOR_8;TRACK_EDGE_SENSOR_9;TRACK_EDGE_SENSOR_10;TRACK_EDGE_SENSOR_12;TRACK_EDGE_SENSOR_14;LABEL_CODE;LABEL_NAME
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;5;Decelerazione
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;5;Decelerazione
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;5;Decelerazione
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;5;Decelerazione
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00586;0,00140;-0,33336;14,58630;27,17030;66,15870;200,00000;56,64660;14,37080;7,34229;1;Accelera
-0,00837;0,00121;-0,33336;14,58150;27,15180;66,05290;200,00000;56,84160;14,38150;7,34479;1;Accelera
-0,00883;0,00108;-0,33336;14,57820;27,14040;65,98250;200,00000;56,97380;14,38840;7,34650;1;Accelera
-0,00892;0,00099;-0,33336;14,57580;27,13250;65,93330;200,00000;57,06450;14,39360;7,34777;1;Accelera
-0,00923;0,00092;-0,33336;14,57400;27,12740;65,89480;200,00000;57,14180;14,39810;7,34871;1;Accelera
-0,00945;0,00085;-0,33336;14,57230;27,12050;65,85540;200,00000;57,21290;14,40160;7,34931;1;Accelera
-0,00968;0,00079;-0,33336;14,57090;27,11560;65,82060;200,00000;57,28340;14,40530;7,35021;1;Accelera
-0,00990;0,00072;-0,33336;14,56980;27,10890;65,78480;200,00000;57,35190;14,40910;7,35118;1;Accelera
-0,01009;0,00066;-0,33336;14,56770;27,10390;65,74940;200,00000;57,41910;14,41240;7,35180;1;Accelera
-0,01024;0,00059;-0,33336;14,56610;27,09730;65,71520;200,00000;57,48630;14,41610;7,35271;1;Accelera
0,36977;0,00052;-0,33336;14,56420;27,09190;65,67610;200,00000;57,55780;14,42000;7,35371;1;Accelera
0,54503;0,00032;-0,33336;14,55930;27,07260;65,56720;200,00000;57,77330;14,43150;7,35642;1;Accelera
0,97264;0,00025;-0,33341;14,55830;27,06790;65,53370;200,00000;57,83750;14,43420;7,35642;1;Accelera
1,43824;0,00019;-0,33345;14,55710;27,06190;65,49830;200,00000;57,90530;14,43710;7,35722;1;Accelera
1,62241;0,00037;-0,33350;14,56180;27,07800;65,59940;200,00000;57,70800;14,42640;7,35422;1;Accelera
2,00441;0,00037;-0,33356;14,56240;27,07990;65,60450;200,00000;57,70150;14,42420;7,35347;1;Accelera
2,41608;0,00035;-0,33365;14,56310;27,07770;65,59650;200,00000;57,71420;14,42430;7,35269;1;Accelera
2,77754;0,00029;-0,33372;14,56230;27,07330;65,56890;200,00000;57,76950;14,42610;7,35268;1;Accelera
3,12337;0,00026;-0,33383;14,56270;27,07220;65,56040;200,00000;57,78710;14,42570;7,35183;1;Accelera
3,46595;0,00027;-0,33390;14,56370;27,07270;65,57010;200,00000;57,76310;14,42420;7,35119;1;Accelera
3,80557;0,00023;-0,33381;14,56110;27,06710;65,54490;200,00000;57,82100;14,42840;7,35261;1;Accelera
4,13829;0,00025;-0,33372;14,56080;27,06540;65,55160;200,00000;57,80470;14,42950;7,35321;1;Accelera
4,40438;0,00025;-0,33365;14,56010;27,06280;65,55290;200,00000;57,80810;14,43070;7,35412;1;Accelera
4,75017;0,00020;-0,33356;14,55770;27,05490;65,52390;200,00000;57,86840;14,43620;7,35605;1;Accelera
5,11123;0,00022;-0,33352;14,55790;27,05440;65,53460;200,00000;57,84870;14,43620;7,35586;1;Accelera
5,54999;0,00022;-0,33345;14,55670;27,05200;65,53150;200,00000;57,85700;14,43810;7,35702;1;Accelera
5,91069;0,00017;-0,33345;14,55520;27,04480;65,50830;200,00000;57,90650;14,44190;7,35757;1;Accelera
6,24618;0,00017;-0,33341;14,55450;27,04260;65,50790;200,00000;57,91250;14,44240;7,35834;1;Accelera
6,59752;0,00013;-0,33343;14,55390;27,03640;65,48760;200,00000;57,95220;14,44570;7,35828;1;Accelera
6,94046;0,00012;-0,33343;14,55380;27,03500;65,48850;200,00000;57,95420;14,44540;7,35821;1;Accelera
7,28602;0,00008;-0,33345;14,55260;27,02800;65,46870;200,00000;57,99480;14,44870;7,35872;1;Accelera
7,63284;0,00007;-0,33347;14,55230;27,02680;65,46890;200,00000;57,99880;14,44840;7,35861;1;Accelera
7,98525;0,00003;-0,33352;14,55160;27,01930;65,44870;200,00000;58,04130;14,45130;7,35897;1;Accelera
8,34231;0,00002;-0,33356;14,55190;27,01790;65,44770;200,00000;58,04520;14,45100;7,35842;1;Accelera
8,70266;-0,00003;-0,33365;14,55140;27,01220;65,43000;200,00000;58,08090;14,45260;7,35827;1;Accelera
9,06604;-0,00004;-0,33370;14,55090;27,00890;65,42690;200,00000;58,09230;14,45310;7,35811;1;Accelera
9,43268;-0,00009;-0,33381;14,55040;27,00440;65,40920;200,00000;58,12550;14,45310;7,35725;1;Accelera
9,80267;-0,00011;-0,33390;14,55060;27,00050;65,40440;200,00000;58,13800;14,45440;7,35704;1;Accelera
10,18000;-0,00014;-0,33383;14,54910;26,99360;65,39280;200,00000;58,16260;14,45750;7,35834;1;Accelera
10,57730;-0,00015;-0,33372;14,54730;26,98750;65,38530;200,00000;58,18710;14,46160;7,35933;1;Accelera
10,95000;-0,00023;-0,33365;14,54450;26,97580;65,34370;200,00000;58,27090;14,46820;7,36142;1;Accelera
11,32300;-0,00027;-0,33356;14,54220;26,96710;65,32330;200,00000;58,31850;14,47280;7,36277;1;Accelera
11,70400;-0,00033;-0,33352;14,53990;26,95780;65,28860;200,00000;58,38660;14,47820;7,36410;1;Accelera
12,09850;-0,00033;-0,33347;14,53870;26,95280;65,29030;200,00000;58,38720;14,48030;7,36512;1;Accelera
12,50510;-0,00038;-0,33343;14,53670;26,94410;65,26880;200,00000;58,43700;14,48500;7,36600;1;Accelera
12,91970;-0,00040;-0,33341;14,53550;26,93690;65,26280;200,00000;58,45690;14,48840;7,36636;1;Accelera
13,31920;-0,00048;-0,33341;14,53330;26,92670;65,22350;200,00000;58,53900;14,49270;7,36774;1;Accelera
13,71510;-0,00053;-0,33341;14,53140;26,91810;65,20320;200,00000;58,58520;14,49760;7,36883;1;Accelera
14,11340;-0,00060;-0,33343;14,52960;26,90690;65,17150;200,00000;58,65510;14,50350;7,36934;1;Accelera
14,52990;-0,00062;-0,33345;14,52880;26,90120;65,16510;200,00000;58,66630;14,50510;7,36949;1;Accelera
15,00970;-0,00067;-0,33350;14,52770;26,89320;65,15040;200,00000;58,70130;14,50690;7,36957;1;Accelera
15,42040;-0,00071;-0,33356;14,52690;26,88550;65,13470;200,00000;58,73840;14,50970;7,36954;1;Accelera
