SPEEDX;SPEEDY;ANGLE_TO_TRACK_AXIS;TRACK_POSITION;TRACK_EDGE_SENSOR_4;TRACK_EDGE_SENSOR_6;TRACK_EDGE_SENSOR_8;TRACK_EDGE_SENSOR_9;TRACK_EDGE_SENSOR_10;TRACK_EDGE_SENSOR_12;TRACK_EDGE_SENSOR_14;LABEL
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0059;-0.0279;0.0014;-0.3334;9.5678;14.5863;38.3725;200.0000;22.1469;7.3423;4.7847;0
-0.0084;0.0428;0.0012;-0.3334;9.5665;14.5815;38.3380;200.0000;22.1765;7.3448;4.7855;0
-0.0088;0.0346;0.0011;-0.3334;9.5653;14.5782;38.3152;200.0000;22.1933;7.3465;4.7859;0
-0.0089;0.0374;0.0010;-0.3334;9.5647;14.5758;38.2984;200.0000;22.2062;7.3478;4.7864;0
-0.0092;0.0343;0.0009;-0.3334;9.5640;14.5740;38.2861;200.0000;22.2175;7.3487;4.7865;0
-0.0095;0.0385;0.0009;-0.3334;9.5635;14.5723;38.2723;200.0000;22.2270;7.3493;4.7869;0
-0.0097;0.0355;0.0008;-0.3334;9.5631;14.5709;38.2612;200.0000;22.2373;7.3502;4.7870;0
-0.0099;0.0396;0.0007;-0.3334;9.5623;14.5698;38.2483;200.0000;22.2467;7.3512;4.7873;0
-0.0101;0.0364;0.0007;-0.3334;9.5619;14.5677;38.2371;200.0000;22.2572;7.3518;4.7875;0
-0.0102;0.0404;0.0006;-0.3334;9.5615;14.5661;38.2265;200.0000;22.2654;7.3527;4.7880;0
0.3698;0.0286;0.0005;-0.3334;9.5609;14.5642;38.2126;200.0000;22.2763;7.3537;4.7882;0
0.5450;-0.0025;0.0003;-0.3334;9.5592;14.5593;38.1775;200.0000;22.3058;7.3564;4.7890;0
0.9726;0.0043;0.0003;-0.3334;9.5592;14.5583;38.1651;200.0000;22.3141;7.3564;4.7890;0
1.4383;0.0015;0.0002;-0.3335;9.5588;14.5571;38.1537;200.0000;22.3242;7.3572;4.7888;0
1.6225;0.0011;0.0004;-0.3335;9.5605;14.5619;38.1866;200.0000;22.2965;7.3544;4.7879;0
2.0113;-0.0093;0.0004;-0.3336;9.5611;14.5624;38.1884;200.0000;22.2927;7.3534;4.7873;0
2.3934;-0.0019;0.0004;-0.3337;9.5619;14.5637;38.1947;200.0000;22.2888;7.3524;4.7866;0
2.7712;-0.0128;0.0004;-0.3337;9.5624;14.5640;38.1926;200.0000;22.2894;7.3517;4.7862;0
3.0034;0.0075;0.0004;-0.3338;9.5637;14.5674;38.2091;200.0000;22.2754;7.3493;4.7850;0
3.3724;-0.0002;0.0004;-0.3339;9.5632;14.5663;38.2005;200.0000;22.2829;7.3501;4.7853;0
